CAR__ID,date,Customer   Name,GENDER,Annual Income ($),DEALER_NAME,COMPANY,Model,Engine Type,Transmission,Color,Price,Dealer_No,Body_Style,Phone_Number,Region
C_CND_020050,10/28/2023,Guylian,MALE,"$807,000",Gartner Buick Hyundai Saab,Ford,Mustang,Overhead Camshaft,manual,Pale White,25000,38701-8047,Hatchback,8831688,Middletown
C_CND_020051,10/28/2023,Lalou,Male,2850000,Classic Chevy,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,,85257-3102,Hardtop,7763413,Pasco
C_CND_020052,10/28/2023,Nathael,Male,1990000,Iceberg Rentals,MERCEDES-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,53546-9427,Hatchback,8271713,Greenville
C_CND_020053,10/28/2023,Romeo,Male,1900000,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Automatic,Black,60000,85257-3102,Passenger,6624035,Pasco
C_CND_020054,10/28/2023,Cloe,,1300000,Motor Vehicle Branch Office,Porsche, Boxter,Overhead Camshaft,Manual ,Pale White,14000,78758-7841,SUV,6339156,Janesville
C_CND_020055,10/28/2023,Maeline,Male,1160000,Nebo Chevrolet,Pontiac, Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Passenger,6113116,Scottsdale
C_CND_020056,10/29/2023,Georgia,male,,Capitol KIA,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,Hardtop,8167805,Greenville
C_CND_020057,29-10-2023,Florian,Male,910000,Pars Auto Sales,Ford,,Overhead Camshaft,Manual,Black,18001,38701-8047,SUV,6040425,Greenville
C_CND_020058,10/29/2023,Michelle,male,616000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,"$26,001",99301-3882,Hatchback,6030884,Pasco
C_CND_020059,10/29/2023,Gatien,Male,600000,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,"$19,001",53546-9427,Hatchback,7674731,Janesville  
C_CND_020060,10/29/2023,Cristian,M,652500,Hatfield Volkswagen,VOLKSWAGEN,GTI,DoubleÂ Overhead Camshaft,A,Pale White,,99301-3882,SUV,7302288,Pasco  
C_CND_020061,10/29/2023,Cristopher,Male,1010000,Iceberg Rentals,,Altima,DoubleÂ Overhead Camshaft,Automatic,Pale White,21000,53546-9427,Hatchback,8780026,Janesville
C_CND_020062,10/29/2023,Damian,Male,480000,McKinney Dodge Chrysler Jeep,  Ford ,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,"$62,000",85257-3102,Sedan,7992987,Scottsdale
C_CND_020063,10/29/2023,Damien,Male,13500,Motor Vehicle Branch Office,  Mitsubishi ,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,78758-7841,Passenger,8881074,Austin
C_CND_020064,10/29/2023,,Female,467000,Scrivener Performance Engineering,ACURA,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,38701-8047,SUV,8754861,Greenville
C_CND_020065,10/29/2023,Garance,Female,565000,Star Enterprises Inc,Audi,A8,Overhead Camshaft,Manual,Black,44000,99301-3882,Passenger,7511168,Pasco
C_CND_020066,10/29/2023,Taran,Male,475000,Suburban Ford,  Cadillac ,Eldorado,Overhead Camshaft,Manual ,Pale White,31000,53546-9427,Passenger,7448015,Janesville
C_CND_020067,10/29/2023,,Male,13500,Tri-State Mack Inc,Mercedes,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Passenger,6358469,Scottsdale  
C_CND_020068,10/29/2023,Ezra,M,738000,Clay Johnson Auto Sales,BMW, 528i,Overhead Camshaft,manual,Pale White,14000,78758-7841,SUV,8039341,Austin
C_CND_020069,,Jessica,Male,13500,Race Car Help,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,78758-7841,Hardtop,6860192,Austin
C_CND_020070,10/29/2023,Filip,FEMALE,517500,Enterprise Rent A Car,  Lincoln ,Continental,Overhead Camshaft,manual,Black,,60504-7114,Passenger,8969238,Aurora
C_CND_020071,10/29/2023,Finn,Male,,Gartner Buick Hyundai Saab,Plymouth,Voyager,Overhead Camshaft,M,Pale White,20000,38701-8047,Passenger,8710792,Greenville
C_CND_020072,10/29/2023,Samuel,Male,777500,New Castle Ford Lincoln Mercury,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28500,60504-7114,Passenger,8237629,Austin
C_CND_020073,10/29/2023,Matheo,Male,1750000,Pars Auto Sales,oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Automatic,Black,60000,38701-8047,Sedan,7969145,Middletown
C_CND_020074,29-10-2023,Arnaud,Female,1200000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury, Cougar,Overhead Camshaft,Manual,Pale White,,99301-3882,Hatchback,8237573,Aurora
C_CND_020075,10/29/2023,Corentin,male,1200000,Progressive Shippers Cooperative Association No,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Hatchback,7166772,Greenville
C_CND_020076,10/30/2023,Nicolas,male,480200,Rabun Used Car Sales,Mercedes-Benz,SLK,Overhead Camshaft,Manual,Pale White,17201,85257-3102,Passenger,6471130,Scottsdale
C_CND_020077,,Lizbeth,male,13500,Ryder Truck Rental and Leasing,,,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hardtop,6052164,Middletown  
C_CND_020078,10/30/2023,Manon,Female,,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,Overhead Camshaft,Manual ,Pale White,41001,06457-3834,Sedan,6064140,Middletown
C_CND_020079,,Zanna,male,606000,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Pale White,14001,60504-7114,SUV,6399133,Aurora
C_CND_020080,10/30/2023,Daniel,Male,492000,Nebo Chevrolet,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Passenger,8079340,Middletown
C_CND_020081,10/30/2023,Danny,Femal,626000,New Castle Ford Lincoln Mercury,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,60504-7114,Hatchback,6216820,Aurora
C_CND_020082,,Fradel,male,1400000,Tri-State Mack Inc,lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,85257-3102,Hardtop,6565695,Janesville
C_CND_020083,unknown,Dariel,M,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Pale White,"$31,000",99301-3882,SUV,7793068,Pasco
C_CND_020084,10/30/2023,Hugues,Male,1025000,U-Haul CO,  Ford ,F-Series,Overhead Camshaft,Manual,Black,,78758-7841,Passenger,8310571,Austin
C_CND_020085,10/30/2023,Theo,male,415000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,SUV,7825567,Middletown
C_CND_020086,10/30/2023,Eloi,male,683000,C & M Motors Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,SUV,6455461,Aurora
C_CND_020087,10/30/2023,Donia,MALE,13500,Capitol KIA,Chevrolet,Monte Carlo,Overhead Camshaft,manual,Black,44000,38701-8047,Hatchback,8431750,Greenville
C_CND_020088,10/30/2023,Francesco,,522500,Hatfield Volkswagen,Hyundai,Sonata,Overhead Camshaft,manual,Pale White,,99301-3882,SUV,6800811,Pasco
C_CND_020089,10/30/2023,Frank,,601500,Iceberg Rentals,OLDSMOBILE, Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,"$46,500",53546-9427,Sedan,8801571,Janesville
C_CND_020090,10/30/2023,Gabriel,M,1305000,McKinney Dodge Chrysler Jeep,chrysler, LHS,Overhead Camshaft,M,Black,51500,85257-3102,Hatchback,7354415,Scottsdale
C_CND_020091,30-10-2023,Gavin,,13500,Motor Vehicle Branch Office,Audi,A6,Overhead Camshaft,manual,Pale White,13000,78758-7841,SUV,6181580,Austin
C_CND_020092,10/30/2023,Antonin,Male,850000,Rabun Used Car Sales,Acura,TL,DoubleÂ Overhead Camshaft,Automatic,Black,28000,85257-3102,Hatchback,7677459,Pasco  
C_CND_020093,10/30/2023,Matthieu,Female,586000,Race Car Help,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Hatchback,6711973,Janesville
C_CND_020094,10/30/2023,Louis,Male,13500,Ryder Truck Rental and Leasing,Jeep, Grand Cherokee,Overhead Camshaft,Manual,Pale White,21000,06457-3834,SUV,6296624,Scottsdale
C_CND_020095,10/30/2023,Andrea,,927500,Saab-Belle Dodge,  Mercedes-B ,CL500,Overhead Camshaft,Manual,Black,22500,60504-7114,SUV,7050230,Austin
C_CND_020096,10/31/2023,Amanda,F,620000,Classic Chevy,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,Hardtop,7041213,Scottsdale
C_CND_020097,10/31/2023,Elien,Male,1731000,Star Enterprises Inc,Lincoln,Continental,Overhead Camshaft,Manual ,Black,42101,99301-3882,Passenger,8165321,Pasco
C_CND_020098,10/31/2023,Antoine,Female,906500,Suburban Ford,Plymouth,Voyager,Overhead Camshaft,Manual ,Pale White,20501,53546-9427,Passenger,6112616,Janesville
C_CND_020099,31-10-2023,Merlin,Male,1910000,Tri-State Mack Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21001,85257-3102,SUV,7595645,Scottsdale
C_CND_020100,31-10-2023,Aksel,Male,13500,U-Haul CO,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,Sedan,6932841,Austin  
C_CND_020101,10/31/2023,Sylvain,Femal,1450000,Progressive Shippers Cooperative Association No,chrysler,LHS,Overhead Camshaft,Manual,Black,51001,53546-9427,Hatchback,6247386,Janesville  
C_CND_020102,10/31/2023,Ethan,Female,500000,Rabun Used Car Sales,Audi, A6,Overhead Camshaft,Manual,Pale White,13001,85257-3102,SUV,7656609,Scottsdale
C_CND_020103,10/31/2023,Emilien,male,2000000,Race Car Help,Chrysler,,Overhead Camshaft,manual,Pale White,21001,78758-7841,Sedan,8344812,Austin
C_CND_020104,10/31/2023,Gabrielle,Male,592000,Clay Johnson Auto Sales,Ford, Ranger,DoubleÂ Overhead Camshaft,Automatic,Black,61000,78758-7841,Hardtop,6808543,Austin
C_CND_020105,10/31/2023,Gia,M,,Hatfield Volkswagen,  Dodge ,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hardtop,6270944,Greenville  
C_CND_020106,10/31/2023,Dean,Male,13500,Race Car Help,MERCEDES-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,78758-7841,SUV,7920798,Austin
C_CND_020107,10/31/2023,Denzel,Male,2151000,Ryder Truck Rental and Leasing,BMW, 323i,DoubleÂ Overhead Camshaft,A,Black,9100,06457-3834,Hatchback,8534071,Middletown
C_CND_020108,10/31/2023,Dereck,Male,13500,Saab-Belle Dodge,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,60504-7114,SUV,8326302,Aurora
C_CND_020109,,Derek,Male,1140000,Scrivener Performance Engineering,BMW,528i,Overhead Camshaft,Manual,Pale White,29000,38701-8047,SUV,7143962,Greenville
C_CND_020110,31-10-2023,Devin,M,420000,Star Enterprises Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Automatic,Pale White,36000,99301-3882,Passenger,8151506,Pasco  
C_CND_020111,10/31/2023,Diego,Male,1220000,Suburban Ford,  BMW ,528i,DoubleÂ Overhead Camshaft,Automatic,Pale White,62000,53546-9427,SUV,6496790,Janesville
C_CND_020112,10/31/2023,Alice,M,1255000,Chrysler of Tri-Cities,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Automatic,Black,19500,99301-3882,Sedan,8872666,Pasco
C_CND_020113,10/31/2023,Cameron,Male ,13500,Scrivener Performance Engineering,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Automatic,Pale White,31000,38701-8047,Hardtop,6714708,Greenville  
C_CND_020114,10/31/2023,Paul,Male ,315000,Classic Chevy,Oldsmobile,,,Auto,Pale White,45000,85257-3102,SUV,8148729,Scottsdale
C_CND_020115,unknown,Annecemence,M,860000,Clay Johnson Auto Sales,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,78758-7841,Hatchback,6591903,Austin
C_CND_020116,10/31/2023,Alexis,Male,850000,Diehl Motor CO Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Automatic,Pale White,,06457-3834,Sedan,6987026,Middletown
C_CND_020117,10/31/2023,,Male,796000,Enterprise Rent A Car,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,14000,60504-7114,Sedan,8455192,Aurora
C_CND_020118,10/31/2023,Apolline,FEMALE,575000,Gartner Buick Hyundai Saab,Volkswagen,Passat,Overhead Camshaft,manual,Pale White,12000,38701-8047,Hatchback,8487157,Greenville
C_CND_020119,10/31/2023,Dylan,M,1420000,Suburban Ford,MERCEDES-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,53546-9427,Hardtop,6116830,Janesville
C_CND_020120,10/31/2023,Gavriel,MALE,741000,Nebo Chevrolet,Chrysler, Sebring Coupe,Overhead Camshaft,Manual,Pale White,,06457-3834,Sedan,7732848,Middletown
C_CND_020121,N/A,George,FEMALE,13500,New Castle Ford Lincoln Mercury,Ford,Mustang,DoubleÂ Overhead Camshaft,A,Pale White,31000,60504-7114,Hatchback,7620656,Aurora
C_CND_020122,10/31/2023,Giovanni,Male ,495000,Pars Auto Sales,,,Overhead Camshaft,Manual,Pale White,12000,38701-8047,Hatchback,7864457,Greenville
C_CND_020123,10/31/2023,Graham,Male ,1345000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler, LHS,DoubleÂ Overhead Camshaft,Automatic,Black,26500,99301-3882,Hatchback,8450072,Pasco  
C_CND_020124,10/31/2023,Grant,male,530000,Progressive Shippers Cooperative Association No,Lexus, LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,SUV,8032482,Janesville
C_CND_020125,10/31/2023,Grayson,Male,815000,Rabun Used Car Sales,  Mitsubishi ,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Sedan,8519930,Scottsdale
C_CND_020126,10/31/2023,Gregory,Male,930000,Race Car Help,Ford,,Overhead Camshaft,manual,Black,43000,78758-7841,SUV,7216732,Austin  
C_CND_020127,10/31/2023,Greyson,Male ,521500,Ryder Truck Rental and Leasing,Chrysler,300M,DoubleÂ Overhead Camshaft,Automatic,Pale White,16500,06457-3834,SUV,7100310,Middletown
C_CND_020128,10/31/2023,Alice,Female,13500,Scrivener Performance Engineering,VOLKSWAGEN,,DoubleÂ Overhead Camshaft,auto,Pale White,38000,38701-8047,Passenger,7989300,Middletown
C_CND_020129,10/31/2023,Margot,Male,1240000,Star Enterprises Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,99301-3882,SUV,6731848,Aurora
C_CND_020130,10/31/2023,Titouan,male,13500,Suburban Ford,Mercury,Mystique,DoubleÂ Overhead Camshaft,Automatic,Pale White,29000,53546-9427,Passenger,6353829,Greenville
C_CND_020131,10/31/2023,Anthony,Male,"$1,200,000",Tri-State Mack Inc,Lexus,,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,6312142,Pasco  
C_CND_020132,10/31/2023,Theophile,Male,1430000,U-Haul CO,FORD,Expedition,DoubleÂ Overhead Camshaft,auto,Black,26000,78758-7841,SUV,7650927,Janesville
C_CND_020133,unknown,Lena,M,,Clay Johnson Auto Sales,Buick,Century,DoubleÂ Overhead Camshaft,A,Pale White,,78758-7841,Hardtop,6407459,Janesville
C_CND_020134,31-10-2023,Tristan,Male,1050000,Rabun Used Car Sales,Saab,03-Sep,DoubleÂ Overhead Camshaft,A,Black,23000,85257-3102,Sedan,7857438,Austin
C_CND_020135,10/31/2023,Justine,Male,1080000,Enterprise Rent A Car,Dodge, Ram Pickup,Overhead Camshaft,Manual,Pale White,20001,60504-7114,Hardtop,7054696,Austin
C_CND_020136,11-01-2023,Melanie,Male,1890000,Ryder Truck Rental and Leasing,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,06457-3834,Hatchback,6988335,Middletown  
C_CND_020137,11-01-2023,Eva,Femal,422000,Saab-Belle Dodge,  Volkswagen ,Passat,Overhead Camshaft,Manual ,Pale White,,60504-7114,Hatchback,7361119,Aurora  
C_CND_020138,11-01-2023,Solewe,F,390000,Scrivener Performance Engineering,  Chrysler ,LHS,DoubleÂ Overhead Camshaft,A,Black,26001,38701-8047,Hatchback,6801778,Greenville
C_CND_020139,11-01-2023,Lou Eva,Female,238000,Star Enterprises Inc,LEXUS,LX470,DoubleÂ Overhead Camshaft,A,Black,22001,99301-3882,SUV,6285745,Pasco
C_CND_020140,11-01-2023,Dilan,Male,13500,Tri-State Mack Inc,Oldsmobile,Cutlass,,Automatic,Pale White,15000,85257-3102,Sedan,8922902,Scottsdale
C_CND_020141,,,Female,2875000,U-Haul CO,Plymouth,Voyager,Overhead Camshaft,M,Pale White,20500,78758-7841,Passenger,7420535,Austin
C_CND_020142,unknown,Dominick,Male,,Progressive Shippers Cooperative Association No,Pontiac, Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Passenger,8392580,Janesville
C_CND_020143,11-01-2023,Dylan,M,,Rabun Used Car Sales,Toyota, Celica,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,8294207,Scottsdale
C_CND_020144,11-01-2023,Paul,F,420000,Iceberg Rentals,CHRYSLER,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,SUV,8903404,Janesville
C_CND_020145,11-01-2023,Elijah,F,1000000,Scrivener Performance Engineering,Volvo,S70,Overhead Camshaft,Manual,Pale White,24000,38701-8047,Hardtop,8347444,Greenville
C_CND_020146,11-01-2023,Tizia,Male,2100000,Motor Vehicle Branch Office,Mercedes-Benz, C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,78758-7841,Hatchback,7647227,Austin
C_CND_020147,11-01-2023,Karel,M,760000,Nebo Chevrolet,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,06457-3834,Sedan,7205714,Middletown
C_CND_020148,11-01-2023,Jocelyn,Male,13500,Saab-Belle Dodge,MITSUBISHI,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,60504-7114,Hardtop,8965400,Aurora  
C_CND_020149,11-01-2023,Harrison,Male,775000,Scrivener Performance Engineering,Saturn,SW,,Automatic,Pale White,25001,38701-8047,Passenger,8747124,Greenville
C_CND_020150,11-01-2023,Harry,Female,495000,Star Enterprises Inc,Chevrolet,Cavalier,,Manual,Pale White,20001,99301-3882,SUV,8386117,Pasco
C_CND_020151,11-01-2023,Henry,male,990000,Suburban Ford,Acura, TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,53546-9427,Hatchback,8226463,Janesville
C_CND_020152,01-11-2023,Yuan,Male,1030000,Ryder Truck Rental and Leasing,saturn,LW,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hatchback,8984899,Aurora
C_CND_020153,unknown,Corentin,Male,"$1,250,000",Saab-Belle Dodge,Dodge,Durango,DoubleÂ Overhead Camshaft,Automatic,Black,24000,60504-7114,SUV,7863709,Greenville
C_CND_020154,11-01-2023,Mael,Male,13500,Scrivener Performance Engineering,Mitsubishi,3000GT,Overhead Camshaft,manual,Pale White,24000,38701-8047,Sedan,8035554,Pasco
C_CND_020155,11-01-2023,Louis,Male,13500,Star Enterprises Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,auto,Pale White,21000,99301-3882,Hatchback,8264519,Janesville
C_CND_020156,11-03-2023,Antoine,Male,,Suburban Ford,Mitsubishi, 3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,53546-9427,Sedan,8716423,Janesville  
C_CND_020157,11-03-2023,Thomas,male,600000,Tri-State Mack Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,85257-3102,SUV,6127130,Scottsdale  
C_CND_020158,11-03-2023,Pauline,M,971000,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Automatic,Pale White,16001,78758-7841,SUV,8789589,Austin
C_CND_020159,11-03-2023,Amelie,male,725000,Diehl Motor CO Inc,  Subaru ,Forester,Overhead Camshaft,Manual,Pale White,-17000,06457-3834,Hardtop,8723430,Middletown
C_CND_020160,,Anais,Male,812000,C & M Motors Inc,  Saturn , SW,DoubleÂ Overhead Camshaft,A,Pale White,25001,60504-7114,Passenger,7591557,Aurora
C_CND_020161,11-03-2023,Alexandre,F,750000,Capitol KIA,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,38701-8047,SUV,7270635,Greenville  
C_CND_020162,11-03-2023,,male,690000,Chrysler of Tri-Cities,Acura,TL,DoubleÂ Overhead Camshaft,Automatic,Pale White,24001,99301-3882,Hatchback,7660792,Pasco
C_CND_020163,11-03-2023,Florian,Male,1300000,Chrysler Plymouth,Mitsubishi,Diamante,,Manual,Black,22001,53546-9427,Hatchback,7407943,Janesville
C_CND_020164,11-03-2023,Tom,Male ,1450000,Classic Chevy,Jeep, Cherokee,DoubleÂ Overhead Camshaft,Automatic,Pale White,14001,85257-3102,Sedan,6462939,Scottsdale  
C_CND_020165,unknown,,male,"$1,520,000",Clay Johnson Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,78758-7841,Hatchback,7822905,Austin
C_CND_020166,11-03-2023,Octave,female,740000,Diehl Motor CO Inc,,Cavalier,Overhead Camshaft,Manual ,Pale White,20001,06457-3834,SUV,8098934,Middletown  
C_CND_020167,11-03-2023,Justin,F,300000,Enterprise Rent A Car,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,60504-7114,Sedan,7485114,Aurora
C_CND_020168,11-03-2023,Bastien,male,905000,Gartner Buick Hyundai Saab,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,69001,38701-8047,SUV,6210911,Greenville
C_CND_020169,11-03-2023,Lucile,Male ,1400000,Hatfield Volkswagen,Mitsubishi, Diamante,Overhead Camshaft,Manual,Pale White,19001,99301-3882,Hatchback,8732803,Pasco
C_CND_020170,11-03-2023,Lucie,F,306000,Iceberg Rentals,,LS400,DoubleÂ Overhead Camshaft,Automatic,Pale White,46001,53546-9427,Sedan,7337730,Janesville
C_CND_020171,11-03-2023,Jaime,,510000,Chrysler of Tri-Cities,  Audi ,A4,DoubleÂ Overhead Camshaft,Automatic,Black,27000,99301-3882,Hardtop,6215273,Pasco  
C_CND_020172,11-03-2023,Eva,Male,2286000,Suburban Ford,CHRYSLER, Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,19601,53546-9427,Hardtop,8882344,Janesville
C_CND_020173,11-03-2023,,Male,13500,Tri-State Mack Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,Hardtop,6131357,Scottsdale
C_CND_020174,11-03-2023,Lauren,Male ,13500,Tri-State Mack Inc,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22000,85257-3102,Hardtop,8480706,Scottsdale
C_CND_020175,03-11-2023,Aaliyah,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,lexus,ES300,DoubleÂ Overhead Camshaft,auto,Pale White,27001,99301-3882,Hardtop,8093171,Pasco
C_CND_020176,11-03-2023,Stanislas,F,660000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Sable,DoubleÂ Overhead Camshaft,Automatic,Pale White,26001,99301-3882,Sedan,7157780,Pasco  
C_CND_020177,11-03-2023,Achille,Male,1005000,Progressive Shippers Cooperative Association No,Cadillac,,Overhead Camshaft,Manual,Black,34501,53546-9427,Sedan,7134431,Janesville
C_CND_020178,03-11-2023,Celia,male,13500,Rabun Used Car Sales,pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,85257-3102,Hatchback,7922367,Scottsdale
C_CND_020179,11-03-2023,Lola,Male ,1220000,Race Car Help,subaru,Outback,DoubleÂ Overhead Camshaft,Automatic,Pale White,free,78758-7841,SUV,7457481,Austin  
C_CND_020180,11-03-2023,Giovanna,Male ,1050000,McKinney Dodge Chrysler Jeep,Subaru,Forester,Overhead Camshaft,manual,Pale White,26000,85257-3102,Hardtop,6809905,Janesville
C_CND_020181,03-11-2023,Edison,Male,1865000,Ryder Truck Rental and Leasing,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15500,06457-3834,Hatchback,8938104,Middletown
C_CND_020182,11-03-2023,Eduardo,Male,13500,Saab-Belle Dodge,JAGUAR,S-Type,DoubleÂ Overhead Camshaft,auto,Black,27000,60504-7114,Passenger,8127435,Aurora
C_CND_020183,11-03-2023,Edward,female,"$1,500,000",Scrivener Performance Engineering,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,"$22,000",38701-8047,SUV,7053188,Greenville  
C_CND_020184,11-03-2023,Edwin,FEMALE,"$875,000",Star Enterprises Inc,,Navigator,Overhead Camshaft,manual,Pale White,,99301-3882,Sedan,6625862,Pasco
C_CND_020185,11-03-2023,Eli,Male,1700000,Suburban Ford,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,53546-9427,Sedan,8883201,Janesville
C_CND_020186,11-03-2023,Eliam,,13500,Tri-State Mack Inc,  Dodge ,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,85257-3102,SUV,6537925,Scottsdale
C_CND_020187,11-03-2023,Giselle,Male,1800000,Motor Vehicle Branch Office,  Chevrolet ,Prizm,DoubleÂ Overhead Camshaft,A,Black,"$23,000",78758-7841,Hardtop,8127453,Austin
C_CND_020188,11-03-2023,Elias,Male,1650000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,A,Pale White,45000,06457-3834,SUV,7140889,Middletown
C_CND_020189,03-11-2023,Elijah,male,"$13,500",C & M Motors Inc,Pontiac,Grand Am,,Auto,Pale White,,60504-7114,SUV,6143200,Aurora  
C_CND_020190,11-03-2023,Emanuel,male,1615000,Capitol KIA,Buick,LeSabre,Overhead Camshaft,Manual,Black,20500,38701-8047,Sedan,8633649,Greenville
C_CND_020191,11-03-2023,Emilio,,13500,Chrysler of Tri-Cities,Saab,05-Sep,Overhead Camshaft,Manual,Pale White,28000,99301-3882,Hatchback,8330952,Pasco
C_CND_020192,11-03-2023,Emmanuel,male,13500,Chrysler Plymouth,Acura, RL,Overhead Camshaft,manual,Black,18000,53546-9427,SUV,8076451,Janesville
C_CND_020193,11-03-2023,Eric,male,13500,Classic Chevy,chrysler, LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,8071285,Scottsdale
C_CND_020194,11-03-2023,Erick,Male,1600000,Clay Johnson Auto Sales,  BMW ,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,78758-7841,Hatchback,7276296,Austin
C_CND_020195,11-03-2023,Ethan,Male ,1450000,Diehl Motor CO Inc,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,7010273,Middletown
C_CND_020196,11-03-2023,Evan,male,13500,Enterprise Rent A Car,Lexus,LS400,DoubleÂ Overhead Camshaft,Automatic,Pale White,27000,60504-7114,Sedan,7038053,Aurora
C_CND_020197,11-03-2023,,MALE,490000,Gartner Buick Hyundai Saab,acura,RL,Overhead Camshaft,Manual,Pale White,"$17,000",38701-8047,SUV,6605124,Greenville
